Nitrogen,Phosphorus,Potassium,Temperature,Rainfall,pH,Soil_color,Crop,Fertilizer
100,45,135,30,800,7.5,Red,Grapes,Hydrated Lime
80,50,140,20,700,6,Red,Grapes,Hydrated Lime
85,50,140,20,700,6,Red,Grapes,Hydrated Lime
90,50,140,20,700,6,Red,Grapes,Hydrated Lime
95,50,140,20,700,6,Red,Grapes,Hydrated Lime
100,50,140,20,700,6,Red,Grapes,Hydrated Lime
80,55,120,25,800,6.5,Red,Grapes,Hydrated Lime
85,55,120,25,800,6.5,Red,Grapes,Hydrated Lime
90,55,120,25,800,6.5,Red,Grapes,Hydrated Lime
95,55,120,25,800,6.5,Red,Grapes,Hydrated Lime
100,55,120,25,800,6.5,Red,Grapes,Hydrated Lime
80,60,125,30,700,7,Red,Grapes,Hydrated Lime
85,60,125,30,700,7,Red,Grapes,Hydrated Lime
90,60,125,30,700,7,Red,Grapes,Hydrated Lime
95,60,125,30,700,7,Red,Grapes,Hydrated Lime
100,60,125,30,700,7,Red,Grapes,Hydrated Lime
80,40,135,20,800,7.5,Red,Grapes,Ferrous Sulphate
85,40,135,20,800,7.5,Red,Grapes,Ferrous Sulphate
90,40,135,20,800,7.5,Red,Grapes,Ferrous Sulphate
95,40,135,20,800,7.5,Red,Grapes,Ferrous Sulphate
100,40,135,20,800,7.5,Red,Grapes,Ferrous Sulphate
80,45,140,25,700,6,Red,Grapes,Ferrous Sulphate
85,45,140,25,700,6,Red,Grapes,Ferrous Sulphate
90,45,140,25,700,6,Red,Grapes,Ferrous Sulphate
95,45,140,25,700,6,Red,Grapes,Ferrous Sulphate
100,45,140,25,700,6,Red,Grapes,Ferrous Sulphate
80,50,120,30,800,6.5,Red,Grapes,Ferrous Sulphate
85,50,120,30,800,6.5,Red,Grapes,Ferrous Sulphate
90,50,120,30,800,6.5,Red,Grapes,Ferrous Sulphate
95,50,120,30,800,6.5,Red,Grapes,Ferrous Sulphate
100,50,120,30,800,6.5,Red,Grapes,Ferrous Sulphate
80,55,125,20,700,7,Red,Grapes,Ferrous Sulphate
85,55,125,20,700,7,Red,Grapes,Ferrous Sulphate
90,55,125,20,700,7,Red,Grapes,Ferrous Sulphate
95,55,125,20,700,7,Red,Grapes,Ferrous Sulphate
100,55,125,20,700,7,Red,Grapes,Ferrous Sulphate
80,60,130,25,800,7.5,Red,Grapes,Ferrous Sulphate
85,60,130,25,800,7.5,Red,Grapes,Ferrous Sulphate
90,60,130,25,800,7.5,Red,Grapes,Ferrous Sulphate
95,60,130,25,800,7.5,Red,Grapes,Ferrous Sulphate
100,60,130,25,800,7.5,Red,Grapes,Ferrous Sulphate
80,40,140,30,700,6,Red,Grapes,10:10:10 NPK
85,40,140,30,700,6,Red,Grapes,10:10:10 NPK
90,40,140,30,700,6,Red,Grapes,10:10:10 NPK
95,40,140,30,700,6,Red,Grapes,10:10:10 NPK
100,40,140,30,700,6,Red,Grapes,10:10:10 NPK
80,45,120,20,800,6.5,Red,Grapes,10:10:10 NPK
85,45,120,20,800,6.5,Red,Grapes,10:10:10 NPK
90,45,120,20,800,6.5,Red,Grapes,10:10:10 NPK
95,45,120,20,800,6.5,Red,Grapes,10:10:10 NPK
100,45,120,20,800,6.5,Red,Grapes,10:10:10 NPK
80,50,125,25,700,7,Red,Grapes,10:10:10 NPK
85,50,125,25,700,7,Red,Grapes,10:10:10 NPK
90,50,125,25,700,7,Red,Grapes,10:10:10 NPK
95,50,125,25,700,7,Red,Grapes,10:10:10 NPK
100,50,125,25,700,7,Red,Grapes,10:10:10 NPK
80,55,130,30,800,7.5,Red,Grapes,10:10:10 NPK
85,55,130,30,800,7.5,Red,Grapes,10:10:10 NPK
90,55,130,30,800,7.5,Red,Grapes,10:10:10 NPK
95,55,130,30,800,7.5,Red,Grapes,10:10:10 NPK
100,55,130,30,800,7.5,Red,Grapes,10:10:10 NPK
80,60,135,20,700,6,Red,Grapes,10:10:10 NPK
85,60,135,20,700,6,Red,Grapes,10:10:10 NPK
90,60,135,20,700,6,Red,Grapes,10:10:10 NPK
95,60,135,20,700,6,Red,Grapes,10:10:10 NPK
100,60,135,20,700,6,Red,Grapes,10:10:10 NPK
120,60,40,20,500,5.5,Black,Maize,MOP
125,60,40,20,500,5.5,Black,Maize,MOP
130,60,40,20,500,5.5,Black,Maize,MOP
135,60,40,20,500,5.5,Black,Maize,MOP
140,60,40,20,500,5.5,Black,Maize,MOP
145,60,40,20,500,5.5,Black,Maize,MOP
150,60,40,20,500,5.5,Black,Maize,MOP
120,65,45,25,600,6,Black,Maize,MOP
125,65,45,25,600,6,Black,Maize,MOP
130,65,45,25,600,6,Black,Maize,MOP
135,65,45,25,600,6,Black,Maize,MOP
140,65,45,25,600,6,Black,Maize,MOP
145,65,45,25,600,6,Black,Maize,MOP
150,65,45,25,600,6,Black,Maize,MOP
120,70,50,30,500,6.5,Black,Maize,MOP
125,70,50,30,500,6.5,Black,Maize,MOP
130,70,50,30,500,6.5,Black,Maize,MOP
135,70,50,30,500,6.5,Black,Maize,MOP
140,70,50,30,500,6.5,Black,Maize,MOP
145,70,50,30,500,6.5,Black,Maize,MOP
150,70,50,30,500,6.5,Black,Maize,MOP
120,75,55,20,600,7,Black,Maize,MOP
125,75,55,20,600,7,Black,Maize,MOP
130,75,55,20,600,7,Black,Maize,MOP
135,75,55,20,600,7,Black,Maize,MOP
140,75,55,20,600,7,Black,Maize,MOP
145,75,55,20,600,7,Black,Maize,MOP
150,75,55,20,600,7,Black,Maize,MOP
120,80,60,25,500,7.5,Black,Maize,MOP
125,80,60,25,500,7.5,Black,Maize,MOP
130,80,60,25,500,7.5,Black,Maize,MOP
135,80,60,25,500,7.5,Black,Maize,MOP
140,80,60,25,500,7.5,Black,Maize,MOP
145,80,60,25,500,7.5,Black,Maize,MOP
150,80,60,25,500,7.5,Black,Maize,MOP
120,60,45,30,600,5.5,Black,Maize,SSP
125,60,45,30,600,5.5,Black,Maize,SSP
130,60,45,30,600,5.5,Black,Maize,SSP
135,60,45,30,600,5.5,Black,Maize,SSP
140,60,45,30,600,5.5,Black,Maize,SSP
145,60,45,30,600,5.5,Black,Maize,SSP
150,60,45,30,600,5.5,Black,Maize,SSP
120,65,50,20,500,6,Black,Maize,SSP
125,65,50,20,500,6,Black,Maize,SSP
130,65,50,20,500,6,Black,Maize,SSP
135,65,50,20,500,6,Black,Maize,SSP
140,65,50,20,500,6,Black,Maize,SSP
145,65,50,20,500,6,Black,Maize,SSP
150,65,50,20,500,6,Black,Maize,SSP
120,70,55,25,600,6.5,Black,Maize,SSP
125,70,55,25,600,6.5,Black,Maize,SSP
130,70,55,25,600,6.5,Black,Maize,SSP
135,70,55,25,600,6.5,Black,Maize,SSP
140,70,55,25,600,6.5,Black,Maize,SSP
145,70,55,25,600,6.5,Black,Maize,SSP
150,70,55,25,600,6.5,Black,Maize,SSP
120,75,60,30,500,7,Black,Maize,SSP
125,75,60,30,500,7,Black,Maize,SSP
130,75,60,30,500,7,Black,Maize,SSP
135,75,60,30,500,7,Black,Maize,SSP
140,75,60,30,500,7,Black,Maize,SSP
145,75,60,30,500,7,Black,Maize,SSP
150,75,60,30,500,7,Black,Maize,SSP
120,80,40,20,600,7.5,Black,Maize,SSP
125,80,40,20,600,7.5,Black,Maize,SSP
130,80,40,20,600,7.5,Black,Maize,SSP
135,80,40,20,600,7.5,Black,Maize,SSP
140,80,40,20,600,7.5,Black,Maize,SSP
145,80,40,20,600,7.5,Black,Maize,SSP
150,80,40,20,600,7.5,Black,Maize,SSP
120,60,50,25,500,5.5,Black,Maize,Urea
125,60,50,25,500,5.5,Black,Maize,Urea
130,60,50,25,500,5.5,Black,Maize,Urea
135,60,50,25,500,5.5,Black,Maize,Urea
140,60,50,25,500,5.5,Black,Maize,Urea
145,60,50,25,500,5.5,Black,Maize,Urea
150,60,50,25,500,5.5,Black,Maize,Urea
120,65,55,30,600,6,Black,Maize,Urea
125,65,55,30,600,6,Black,Maize,Urea
130,65,55,30,600,6,Black,Maize,Urea
135,65,55,30,600,6,Black,Maize,Urea
140,65,55,30,600,6,Black,Maize,Urea
145,65,55,30,600,6,Black,Maize,Urea
150,65,55,30,600,6,Black,Maize,Urea
120,70,60,20,500,6.5,Black,Maize,Urea
125,70,60,20,500,6.5,Black,Maize,Urea
130,70,60,20,500,6.5,Black,Maize,Urea
135,70,60,20,500,6.5,Black,Maize,Urea
140,70,60,20,500,6.5,Black,Maize,Urea
145,70,60,20,500,6.5,Black,Maize,Urea
150,70,60,20,500,6.5,Black,Maize,Urea
120,75,40,25,600,7,Black,Maize,Urea
125,75,40,25,600,7,Black,Maize,Urea
130,75,40,25,600,7,Black,Maize,Urea
135,75,40,25,600,7,Black,Maize,Urea
140,75,40,25,600,7,Black,Maize,Urea
145,75,40,25,600,7,Black,Maize,Urea
150,75,40,25,600,7,Black,Maize,Urea
120,80,45,30,500,7.5,Black,Maize,Urea
125,80,45,30,500,7.5,Black,Maize,Urea
130,80,45,30,500,7.5,Black,Maize,Urea
135,80,45,30,500,7.5,Black,Maize,Urea
140,80,45,30,500,7.5,Black,Maize,Urea
145,80,45,30,500,7.5,Black,Maize,Urea
150,80,45,30,500,7.5,Black,Maize,Urea
120,60,55,20,600,5.5,Black,Maize,MOP
125,60,55,20,600,5.5,Black,Maize,MOP
130,60,55,20,600,5.5,Black,Maize,MOP
135,60,55,20,600,5.5,Black,Maize,MOP
140,60,55,20,600,5.5,Black,Maize,MOP
145,60,55,20,600,5.5,Black,Maize,MOP
150,60,55,20,600,5.5,Black,Maize,MOP
120,65,60,25,500,6,Black,Maize,MOP
125,65,60,25,500,6,Black,Maize,MOP
130,65,60,25,500,6,Black,Maize,MOP
135,65,60,25,500,6,Black,Maize,MOP
140,65,60,25,500,6,Black,Maize,MOP
145,65,60,25,500,6,Black,Maize,MOP
150,65,60,25,500,6,Black,Maize,MOP
120,70,40,30,600,6.5,Black,Maize,MOP
125,70,40,30,600,6.5,Black,Maize,MOP
130,70,40,30,600,6.5,Black,Maize,MOP
135,70,40,30,600,6.5,Black,Maize,MOP
140,70,40,30,600,6.5,Black,Maize,MOP
145,70,40,30,600,6.5,Black,Maize,MOP
150,70,40,30,600,6.5,Black,Maize,MOP
120,75,45,20,500,7,Black,Maize,MOP
125,75,45,20,500,7,Black,Maize,MOP
130,75,45,20,500,7,Black,Maize,MOP
135,75,45,20,500,7,Black,Maize,MOP
140,75,45,20,500,7,Black,Maize,MOP
145,75,45,20,500,7,Black,Maize,MOP
150,75,45,20,500,7,Black,Maize,MOP
120,80,50,25,600,7.5,Black,Maize,MOP
125,80,50,25,600,7.5,Black,Maize,MOP
130,80,50,25,600,7.5,Black,Maize,MOP
135,80,50,25,600,7.5,Black,Maize,MOP
140,80,50,25,600,7.5,Black,Maize,MOP
145,80,50,25,600,7.5,Black,Maize,MOP
150,80,50,25,600,7.5,Black,Maize,MOP
120,60,60,30,500,5.5,Black,Maize,SSP
125,60,60,30,500,5.5,Black,Maize,SSP
130,60,60,30,500,5.5,Black,Maize,SSP
135,60,60,30,500,5.5,Black,Maize,SSP
140,60,60,30,500,5.5,Black,Maize,SSP
145,60,60,30,500,5.5,Black,Maize,SSP
150,60,60,30,500,5.5,Black,Maize,SSP
120,65,40,20,600,6,Black,Maize,SSP
125,65,40,20,600,6,Black,Maize,SSP
130,65,40,20,600,6,Black,Maize,SSP
135,65,40,20,600,6,Black,Maize,SSP
140,65,40,20,600,6,Black,Maize,SSP
145,65,40,20,600,6,Black,Maize,SSP
150,65,40,20,600,6,Black,Maize,SSP
120,70,45,25,500,6.5,Black,Maize,SSP
125,70,45,25,500,6.5,Black,Maize,SSP
130,70,45,25,500,6.5,Black,Maize,SSP
135,70,45,25,500,6.5,Black,Maize,SSP
140,70,45,25,500,6.5,Black,Maize,SSP
145,70,45,25,500,6.5,Black,Maize,SSP
150,70,45,25,500,6.5,Black,Maize,SSP
120,75,50,30,600,7,Black,Maize,SSP
125,75,50,30,600,7,Black,Maize,SSP
130,75,50,30,600,7,Black,Maize,SSP
135,75,50,30,600,7,Black,Maize,SSP
140,75,50,30,600,7,Black,Maize,SSP
145,75,50,30,600,7,Black,Maize,SSP
150,75,50,30,600,7,Black,Maize,SSP
120,80,55,20,500,7.5,Black,Maize,SSP
125,80,30,20,500,7.5,Black,Maize,SSP
130,80,30,20,500,7.5,Black,Maize,SSP
135,80,30,20,500,7.5,Black,Maize,SSP
140,80,40,20,500,7.5,Black,Maize,SSP
145,80,40,20,500,7.5,Black,Maize,SSP
150,80,40,20,500,7.5,Black,Maize,SSP
100,40,40,15,800,6,Black,Wheat,19:19:19 NPK
105,40,40,15,800,6,Black,Wheat,19:19:19 NPK
110,40,40,15,800,6,Black,Wheat,19:19:19 NPK
115,40,40,15,800,6,Black,Wheat,19:19:19 NPK
120,40,40,15,800,6,Black,Wheat,19:19:19 NPK
100,45,45,20,900,6.5,Black,Wheat,19:19:19 NPK
105,45,45,20,900,6.5,Black,Wheat,19:19:19 NPK
110,45,45,20,900,6.5,Black,Wheat,19:19:19 NPK
115,45,45,20,900,6.5,Black,Wheat,19:19:19 NPK
120,45,45,20,900,6.5,Black,Wheat,19:19:19 NPK
100,50,50,25,800,7,Black,Wheat,19:19:19 NPK
105,50,50,25,800,7,Black,Wheat,19:19:19 NPK
110,50,50,25,800,7,Black,Wheat,19:19:19 NPK
115,50,50,25,800,7,Black,Wheat,19:19:19 NPK
120,50,50,25,800,7,Black,Wheat,19:19:19 NPK
100,55,55,15,900,7.5,Black,Wheat,19:19:19 NPK
105,55,55,15,900,7.5,Black,Wheat,19:19:19 NPK
110,55,55,15,900,7.5,Black,Wheat,19:19:19 NPK
115,55,55,15,900,7.5,Black,Wheat,19:19:19 NPK
120,55,55,15,900,7.5,Black,Wheat,19:19:19 NPK
100,60,60,20,800,6,Black,Wheat,19:19:19 NPK
105,60,60,20,800,6,Black,Wheat,19:19:19 NPK
110,60,60,20,800,6,Black,Wheat,19:19:19 NPK
115,60,60,20,800,6,Black,Wheat,19:19:19 NPK
120,60,60,20,800,6,Black,Wheat,19:19:19 NPK
100,40,45,25,900,6.5,Black,Wheat,Urea
105,40,45,25,900,6.5,Black,Wheat,Urea
110,40,45,25,900,6.5,Black,Wheat,Urea
115,40,45,25,900,6.5,Black,Wheat,Urea
120,40,45,25,900,6.5,Black,Wheat,Urea
100,45,50,15,800,7,Black,Wheat,Urea
105,45,50,15,800,7,Black,Wheat,Urea
110,45,50,15,800,7,Black,Wheat,Urea
115,45,50,15,800,7,Black,Wheat,Urea
120,45,50,15,800,7,Black,Wheat,Urea
100,50,55,20,900,7.5,Black,Wheat,Urea
105,50,55,20,900,7.5,Black,Wheat,Urea
110,50,55,20,900,7.5,Black,Wheat,Urea
115,50,55,20,900,7.5,Black,Wheat,Urea
120,50,55,20,900,7.5,Black,Wheat,Urea
100,55,60,25,800,6,Black,Wheat,Urea
105,55,60,25,800,6,Black,Wheat,Urea
110,55,60,25,800,6,Black,Wheat,Urea
115,55,60,25,800,6,Black,Wheat,Urea
120,55,60,25,800,6,Black,Wheat,Urea
100,60,40,15,900,6.5,Black,Wheat,Urea
105,60,40,15,900,6.5,Black,Wheat,Urea
110,60,40,15,900,6.5,Black,Wheat,Urea
115,60,40,15,900,6.5,Black,Wheat,Urea
120,60,40,15,900,6.5,Black,Wheat,Urea
100,40,50,15,800,7,Black,Wheat,19:19:19 NPK
105,40,50,15,800,7,Black,Wheat,19:19:19 NPK
110,40,50,15,800,7,Black,Wheat,19:19:19 NPK
115,40,50,15,800,7,Black,Wheat,19:19:19 NPK
120,40,50,15,800,7,Black,Wheat,19:19:19 NPK
100,45,55,20,900,7.5,Black,Wheat,19:19:19 NPK
105,45,55,20,900,7.5,Black,Wheat,19:19:19 NPK
110,45,55,20,900,7.5,Black,Wheat,19:19:19 NPK
115,45,55,20,900,7.5,Black,Wheat,19:19:19 NPK
120,45,55,20,900,7.5,Black,Wheat,19:19:19 NPK
100,50,60,25,800,6,Black,Wheat,19:19:19 NPK
105,50,60,25,800,6,Black,Wheat,19:19:19 NPK
110,50,60,25,800,6,Black,Wheat,19:19:19 NPK
115,50,60,25,800,6,Black,Wheat,19:19:19 NPK
120,50,60,25,800,6,Black,Wheat,19:19:19 NPK
100,55,40,15,900,6.5,Black,Wheat,19:19:19 NPK
105,55,40,15,900,6.5,Black,Wheat,19:19:19 NPK
110,55,40,15,900,6.5,Black,Wheat,19:19:19 NPK
115,55,40,15,900,6.5,Black,Wheat,19:19:19 NPK
120,55,40,15,900,6.5,Black,Wheat,19:19:19 NPK
100,60,45,20,800,7,Black,Wheat,19:19:19 NPK
105,60,45,20,800,7,Black,Wheat,19:19:19 NPK
110,60,45,20,800,7,Black,Wheat,19:19:19 NPK
115,60,45,20,800,7,Black,Wheat,19:19:19 NPK
120,60,45,20,800,7,Black,Wheat,19:19:19 NPK
100,40,55,25,900,7.5,Black,Wheat,Urea
105,40,55,25,900,7.5,Black,Wheat,Urea
110,40,55,25,900,7.5,Black,Wheat,Urea
115,40,55,25,900,7.5,Black,Wheat,Urea
120,40,55,25,900,7.5,Black,Wheat,Urea
100,45,60,15,800,6,Black,Wheat,Urea
105,45,60,15,800,6,Black,Wheat,Urea
110,45,60,15,800,6,Black,Wheat,Urea
115,45,60,15,800,6,Black,Wheat,Urea
120,45,60,15,800,6,Black,Wheat,Urea
100,50,40,20,900,6.5,Black,Wheat,Urea
105,50,40,20,900,6.5,Black,Wheat,Urea
110,50,40,20,900,6.5,Black,Wheat,Urea
115,50,40,20,900,6.5,Black,Wheat,Urea
120,50,40,20,900,6.5,Black,Wheat,Urea
100,55,45,25,800,7,Black,Wheat,Urea
105,55,45,25,800,7,Black,Wheat,Urea
110,55,45,25,800,7,Black,Wheat,Urea
115,55,45,25,800,7,Black,Wheat,Urea
120,55,45,25,800,7,Black,Wheat,Urea
100,60,50,15,900,7.5,Black,Wheat,Urea
105,60,50,15,900,7.5,Black,Wheat,Urea
110,60,50,15,900,7.5,Black,Wheat,Urea
115,60,50,15,900,7.5,Black,Wheat,Urea
120,60,50,15,900,7.5,Black,Wheat,Urea
100,40,60,15,800,6,Black,Wheat,19:19:19 NPK
105,40,60,15,800,6,Black,Wheat,19:19:19 NPK
110,40,60,15,800,6,Black,Wheat,19:19:19 NPK
115,40,60,15,800,6,Black,Wheat,19:19:19 NPK
120,40,60,15,800,6,Black,Wheat,19:19:19 NPK
100,45,40,20,900,6.5,Black,Wheat,19:19:19 NPK
105,45,40,20,900,6.5,Black,Wheat,19:19:19 NPK
110,45,40,20,900,6.5,Black,Wheat,19:19:19 NPK
115,45,40,20,900,6.5,Black,Wheat,19:19:19 NPK
120,45,40,20,900,6.5,Black,Wheat,19:19:19 NPK
100,50,45,25,800,7,Black,Wheat,19:19:19 NPK
105,50,45,25,800,7,Black,Wheat,19:19:19 NPK
110,50,45,25,800,7,Black,Wheat,19:19:19 NPK
115,50,45,25,800,7,Black,Wheat,19:19:19 NPK
120,50,45,25,800,7,Black,Wheat,19:19:19 NPK
100,55,50,15,900,7.5,Black,Wheat,19:19:19 NPK
105,55,50,15,900,7.5,Black,Wheat,19:19:19 NPK
110,55,50,15,900,7.5,Black,Wheat,19:19:19 NPK
115,55,50,15,900,7.5,Black,Wheat,19:19:19 NPK
120,55,50,15,900,7.5,Black,Wheat,19:19:19 NPK
100,60,55,20,800,6,Black,Wheat,19:19:19 NPK
105,60,55,20,800,6,Black,Wheat,19:19:19 NPK
110,60,55,20,800,6,Black,Wheat,19:19:19 NPK
115,60,55,20,800,6,Black,Wheat,19:19:19 NPK
120,60,55,20,800,6,Black,Wheat,19:19:19 NPK
60,40,40,25,800,6,Red,Jowar,10:26:26 NPK
65,40,40,25,800,6,Red,Jowar,10:26:26 NPK
70,40,40,25,800,6,Red,Jowar,10:26:26 NPK
75,40,40,25,800,6,Red,Jowar,10:26:26 NPK
80,40,40,25,800,6,Red,Jowar,10:26:26 NPK
60,45,45,30,900,6.5,Red,Jowar,10:26:26 NPK
65,45,45,30,900,6.5,Red,Jowar,10:26:26 NPK
70,45,45,30,900,6.5,Red,Jowar,10:26:26 NPK
75,45,45,30,900,6.5,Red,Jowar,10:26:26 NPK
80,45,45,30,900,6.5,Red,Jowar,10:26:26 NPK
60,50,50,25,800,7,Red,Jowar,10:26:26 NPK
65,50,50,25,800,7,Red,Jowar,10:26:26 NPK
70,50,50,25,800,7,Red,Jowar,10:26:26 NPK
75,50,50,25,800,7,Red,Jowar,10:26:26 NPK
80,50,50,25,800,7,Red,Jowar,10:26:26 NPK
60,55,55,30,900,7.5,Red,Jowar,10:26:26 NPK
65,55,55,30,900,7.5,Red,Jowar,10:26:26 NPK
70,55,55,30,900,7.5,Red,Jowar,10:26:26 NPK
75,55,55,30,900,7.5,Red,Jowar,10:26:26 NPK
80,55,55,30,900,7.5,Red,Jowar,10:26:26 NPK
60,60,60,25,800,6,Red,Jowar,10:26:26 NPK
65,60,60,25,800,6,Red,Jowar,10:26:26 NPK
70,60,60,25,800,6,Red,Jowar,10:26:26 NPK
75,60,60,25,800,6,Red,Jowar,10:26:26 NPK
80,60,60,25,800,6,Red,Jowar,10:26:26 NPK
60,40,45,30,900,6.5,Red,Jowar,Urea
65,40,45,30,900,6.5,Red,Jowar,Urea
70,40,45,30,900,6.5,Red,Jowar,Urea
75,40,45,30,900,6.5,Red,Jowar,Urea
80,40,45,30,900,6.5,Red,Jowar,Urea
60,45,50,25,800,7,Red,Jowar,Urea
65,45,50,25,800,7,Red,Jowar,Urea
70,45,50,25,800,7,Red,Jowar,Urea
75,45,50,25,800,7,Red,Jowar,Urea
80,45,50,25,800,7,Red,Jowar,Urea
60,50,55,30,900,7.5,Red,Jowar,Urea
65,50,55,30,900,7.5,Red,Jowar,Urea
70,50,55,30,900,7.5,Red,Jowar,Urea
75,50,55,30,900,7.5,Red,Jowar,Urea
80,50,55,30,900,7.5,Red,Jowar,Urea
60,55,60,25,800,6,Red,Jowar,Urea
65,55,60,25,800,6,Red,Jowar,Urea
70,55,60,25,800,6,Red,Jowar,Urea
75,55,60,25,800,6,Red,Jowar,Urea
80,55,60,25,800,6,Red,Jowar,Urea
60,60,40,30,900,6.5,Red,Jowar,Urea
65,60,40,30,900,6.5,Red,Jowar,Urea
70,60,40,30,900,6.5,Red,Jowar,Urea
75,60,40,30,900,6.5,Red,Jowar,Urea
80,60,40,30,900,6.5,Red,Jowar,Urea
60,40,50,25,800,7,Red,Jowar,SSP
65,40,50,25,800,7,Red,Jowar,SSP
70,40,50,25,800,7,Red,Jowar,SSP
75,40,50,25,800,7,Red,Jowar,SSP
80,40,50,25,800,7,Red,Jowar,SSP
60,45,55,30,900,7.5,Red,Jowar,SSP
65,45,55,30,900,7.5,Red,Jowar,SSP
70,45,55,30,900,7.5,Red,Jowar,SSP
75,45,55,30,900,7.5,Red,Jowar,SSP
80,45,55,30,900,7.5,Red,Jowar,SSP
60,50,60,25,800,6,Red,Jowar,SSP
65,50,60,25,800,6,Red,Jowar,SSP
70,50,60,25,800,6,Red,Jowar,SSP
75,50,60,25,800,6,Red,Jowar,SSP
80,50,60,25,800,6,Red,Jowar,SSP
60,55,40,30,900,6.5,Red,Jowar,SSP
65,55,40,30,900,6.5,Red,Jowar,SSP
70,55,40,30,900,6.5,Red,Jowar,SSP
75,55,40,30,900,6.5,Red,Jowar,SSP
80,55,40,30,900,6.5,Red,Jowar,SSP
60,60,45,25,800,7,Red,Jowar,SSP
65,60,45,25,800,7,Red,Jowar,SSP
70,60,45,25,800,7,Red,Jowar,SSP
75,60,45,25,800,7,Red,Jowar,SSP
80,60,45,25,800,7,Red,Jowar,SSP
60,40,55,30,900,7.5,Red,Jowar,10:26:26 NPK
65,40,55,30,900,7.5,Red,Jowar,10:26:26 NPK
70,40,55,30,900,7.5,Red,Jowar,10:26:26 NPK
75,40,55,30,900,7.5,Red,Jowar,10:26:26 NPK
80,40,55,30,900,7.5,Red,Jowar,10:26:26 NPK
60,45,60,25,800,6,Red,Jowar,10:26:26 NPK
65,45,60,25,800,6,Red,Jowar,10:26:26 NPK
70,45,60,25,800,6,Red,Jowar,10:26:26 NPK
75,45,60,25,800,6,Red,Jowar,10:26:26 NPK
80,45,60,25,800,6,Red,Jowar,10:26:26 NPK
60,50,40,30,900,6.5,Red,Jowar,10:26:26 NPK
65,50,40,30,900,6.5,Red,Jowar,10:26:26 NPK
70,50,40,30,900,6.5,Red,Jowar,10:26:26 NPK
75,50,40,30,900,6.5,Red,Jowar,10:26:26 NPK
80,50,40,30,900,6.5,Red,Jowar,10:26:26 NPK
60,55,45,25,800,7,Red,Jowar,10:26:26 NPK
65,55,45,25,800,7,Red,Jowar,10:26:26 NPK
70,55,45,25,800,7,Red,Jowar,10:26:26 NPK
75,55,45,25,800,7,Red,Jowar,10:26:26 NPK
80,55,45,25,800,7,Red,Jowar,10:26:26 NPK
60,60,50,30,900,7.5,Red,Jowar,10:26:26 NPK
65,60,50,30,900,7.5,Red,Jowar,10:26:26 NPK
70,60,50,30,900,7.5,Red,Jowar,10:26:26 NPK
75,60,50,30,900,7.5,Red,Jowar,10:26:26 NPK
80,60,50,30,900,7.5,Red,Jowar,10:26:26 NPK
60,40,60,25,800,6,Red,Jowar,Urea
65,40,60,25,800,6,Red,Jowar,Urea
70,40,60,25,800,6,Red,Jowar,Urea
75,40,60,25,800,6,Red,Jowar,Urea
80,40,60,25,800,6,Red,Jowar,Urea
60,45,40,30,900,6.5,Red,Jowar,Urea
65,45,40,30,900,6.5,Red,Jowar,Urea
70,45,40,30,900,6.5,Red,Jowar,Urea
75,45,40,30,900,6.5,Red,Jowar,Urea
80,45,40,30,900,6.5,Red,Jowar,Urea
60,50,45,25,800,7,Red,Jowar,Urea
65,50,45,25,800,7,Red,Jowar,Urea
70,50,45,25,800,7,Red,Jowar,Urea
75,50,45,25,800,7,Red,Jowar,Urea
80,50,45,25,800,7,Red,Jowar,Urea
60,55,50,30,900,7.5,Red,Jowar,Urea
65,55,50,30,900,7.5,Red,Jowar,Urea
70,55,50,30,900,7.5,Red,Jowar,Urea
75,55,50,30,900,7.5,Red,Jowar,Urea
80,55,50,30,900,7.5,Red,Jowar,Urea
60,60,45,25,800,6,Red,Jowar,Urea
65,60,45,25,800,6,Red,Jowar,Urea
70,60,45,25,800,6,Red,Jowar,Urea
75,60,45,25,800,6,Red,Jowar,Urea
80,60,45,25,800,6,Red,Jowar,Urea
20,40,20,25,800,6,Light Brown,Groundnut,Chilated Micronutrient
25,40,20,25,800,6,Light Brown,Groundnut,Chilated Micronutrient
30,40,20,25,800,6,Light Brown,Groundnut,Chilated Micronutrient
20,45,25,30,900,6.5,Light Brown,Groundnut,Chilated Micronutrient
25,45,25,30,900,6.5,Light Brown,Groundnut,Chilated Micronutrient
30,45,25,30,900,6.5,Light Brown,Groundnut,Chilated Micronutrient
20,50,30,25,800,7,Light Brown,Groundnut,Chilated Micronutrient
25,50,30,25,800,7,Light Brown,Groundnut,Chilated Micronutrient
30,50,30,25,800,7,Light Brown,Groundnut,Chilated Micronutrient
20,40,25,30,900,6,Light Brown,Groundnut,SSP
25,40,25,30,900,6,Light Brown,Groundnut,SSP
30,40,25,30,900,6,Light Brown,Groundnut,SSP
20,45,30,25,800,6.5,Light Brown,Groundnut,SSP
25,45,30,25,800,6.5,Light Brown,Groundnut,SSP
30,45,30,25,800,6.5,Light Brown,Groundnut,SSP
20,50,20,30,900,7,Light Brown,Groundnut,SSP
25,50,20,30,900,7,Light Brown,Groundnut,SSP
30,50,20,30,900,7,Light Brown,Groundnut,SSP
20,40,30,25,800,6,Light Brown,Groundnut,Chilated Micronutrient
25,40,30,25,800,6,Light Brown,Groundnut,Chilated Micronutrient
